260	6.0
280	10.0
300	40.0
320	43.0
340	50.0
360	51.0
380	58.0
400	63.0
420	62.0
440	60.0
460	57.0
480	54.0
500	50.0
520	46.0
540	43.0
560	41.0
580	39.0
600	36.0
620	32.0
640	29.0
660	27.0
680	25.0
700	23.0
720	20.0
740	18.0
760	16.0
780	14.0
800	12.0
820	10.0
840	8.5
860	7.0
880	5.8
900	5.0
